#chr,start,end,gene_id,gene_name,alternative_transctipt
chr17,4948091,4948092,ENSG00000108515,ENO3,0
chr17,4949060,4949061,ENSG00000108518,PFN1,0
chr17,5078466,5078467,ENSG00000180787,ZFP3,0
chr17,5123115,5123116,ENSG00000167840,ZNF232,0
chr17,5234859,5234860,ENSG00000161929,SCIMP,0
chr17,5282264,5282265,ENSG00000029725,RABEP1,0
chr17,5419675,5419676,ENSG00000108559,NUP88,0
chr17,7219840,7219841,ENSG00000132535,DLG4,0
chr17,9021509,9021510,ENSG00000065320,NTN1,0
chr17,18108705,18108706,ENSG00000091536,MYO15A,0
chr17,30236001,30236002,ENSG00000108576,SLC6A4,0
chr17,32486992,32486993,ENSG00000176749,CDK5R1,0
chr17,35578045,35578046,ENSG00000006125,AP2B1,0
chr17,42388539,42388540,ENSG00000168610,STAT3,0
chr17,44345261,44345262,ENSG00000030582,GRN,0
chr17,44503405,44503406,ENSG00000186566,GPATCH8,0
chr17,44899444,44899445,ENSG00000108883,EFTUD2,0
chr17,44916936,44916937,ENSG00000131095,GFAP,0
chr17,45061108,45061109,ENSG00000172992,DCAKD,0
chr17,45894526,45894527,ENSG00000186868,MAPT,0
chr17,46833057,46833058,ENSG00000108379,WNT3,0
chr17,49210410,49210411,ENSG00000108798,ABI3,0
chr17,49230786,49230787,ENSG00000173868,PHOSPHO1,0
chr17,49362472,49362473,ENSG00000198740,ZNF652,0
chr17,49495292,49495293,ENSG00000064300,NGFR,0
chr17,50150676,50150677,ENSG00000108819,PPP1R9B,0
chr17,58280934,58280935,ENSG00000005381,MPO,0
chr17,58328794,58328795,ENSG00000005379,TSPOAP1,0
chr17,59106920,59106921,ENSG00000108395,TRIM37,0
chr17,63009555,63009556,ENSG00000170921,TANC2,0
chr17,63446353,63446354,ENSG00000008283,CYB561,0
chr17,63477060,63477061,ENSG00000159640,ACE,0
chr17,63773602,63773603,ENSG00000198231,DDX42,0
chr17,63827151,63827152,ENSG00000087191,PSMC5,0
chr17,63972917,63972918,ENSG00000007314,SCN4A,0
chr17,73312004,73312005,ENSG00000179604,CDC42EP4,0
chr17,74861503,74861504,ENSG00000161509,GRIN2C,0
chr17,75012669,75012670,ENSG00000167862,MRPL58,0
chr17,75032574,75032575,ENSG00000180901,KCTD2,0
chr17,75046984,75046985,ENSG00000167863,ATP5PD,0
chr17,75087726,75087727,ENSG00000170190,SLC16A5,0
chr17,75131743,75131744,ENSG00000125458,NT5C,0
chr17,75168280,75168281,ENSG00000189159,JPT1,0
chr17,75182958,75182959,ENSG00000188612,SUMO2,0
chr17,75261673,75261674,ENSG00000125445,MRPS7,0
chr17,75262362,75262363,ENSG00000125447,GGA3,0
chr17,75405708,75405709,ENSG00000177885,GRB2,0
chr17,76737332,76737333,ENSG00000161547,SRSF2,0
chr17,81035121,81035122,ENSG00000175866,BAIAP2,0
chr18,5630699,5630700,ENSG00000082397,EPB41L3,0
chr18,9102629,9102630,ENSG00000178127,NDUFV2,0
chr18,28177945,28177946,ENSG00000170558,CDH2,0
chr18,31498176,31498177,ENSG00000046604,DSG2,0
chr18,49560698,49560699,ENSG00000101670,LIPG,0
chr18,55664786,55664787,ENSG00000196628,TCF4,0
chr18,56651342,56651343,ENSG00000091157,WDR7,0
chr18,58629090,58629091,ENSG00000198796,ALPK2,0
chr18,79069284,79069285,ENSG00000166377,ATP9B,0
chr20,407497,407498,ENSG00000125826,RBCK1,0
chr20,2380900,2380901,ENSG00000166948,TGM6,0
chr20,3786771,3786772,ENSG00000101224,CDC25B,0
chr20,4249286,4249287,ENSG00000171873,ADRA1D,0
chr20,4686349,4686350,ENSG00000171867,PRNP,0
chr20,8077250,8077251,ENSG00000182621,PLCB1,0
chr20,23638472,23638473,ENSG00000101439,CST3,0
chr20,56358973,56358974,ENSG00000124098,FAM210B,0
chr20,56392336,56392337,ENSG00000087586,AURKA,0
chr20,56412111,56412112,ENSG00000087589,CASS4,0
chr20,63378400,63378401,ENSG00000101204,CHRNA4,0
chr20,63739775,63739776,ENSG00000125520,SLC2A4RG,0
chr19,531759,531760,ENSG00000099804,CDC34,0
chr19,571276,571277,ENSG00000172270,BSG,0
chr19,633536,633537,ENSG00000099821,POLRMT,0
chr19,797074,797075,ENSG00000011304,PTBP1,0
chr19,893217,893218,ENSG00000175221,MED16,0
chr19,1000418,1000419,ENSG00000116032,GRIN3B,0
chr19,1021178,1021179,ENSG00000182087,TMEM259,0
chr19,1026585,1026586,ENSG00000064666,CNN2,0
chr19,1040106,1040107,ENSG00000064687,ABCA7,0
chr19,1065922,1065923,ENSG00000180448,ARHGAP45,0
chr19,1103925,1103926,ENSG00000167468,GPX4,0
chr19,1177557,1177558,ENSG00000118046,STK11,0
chr19,1238026,1238027,ENSG00000099625,CBARP,0
chr19,1241745,1241746,ENSG00000099624,ATP5F1D,0
chr19,1248552,1248553,ENSG00000167470,MIDN,0
chr19,1259383,1259384,ENSG00000099622,CIRBP,0
chr19,1383526,1383527,ENSG00000115286,NDUFS7,0
chr19,1407568,1407569,ENSG00000071626,DAZAP1,0
chr19,1491180,1491181,ENSG00000115255,REEP6,0
chr19,1863578,1863579,ENSG00000129911,KLF16,0
chr19,3879863,3879864,ENSG00000167654,ATCAY,0
chr19,10271092,10271093,ENSG00000090339,ICAM1,0
chr19,12801799,12801800,ENSG00000167815,PRDX2,0
chr19,15200994,15200995,ENSG00000074181,NOTCH3,0
chr19,17511635,17511636,ENSG00000130313,PGLS,0
chr19,18097792,18097793,ENSG00000099308,MAST3,0
chr19,18173161,18173162,ENSG00000216490,IFI30,0
chr19,18193217,18193218,ENSG00000254858,MPV17L2,0
chr19,18204041,18204042,ENSG00000105649,RAB3A,0
chr19,18281621,18281622,ENSG00000130522,JUND,0
chr19,18323111,18323112,ENSG00000130520,LSM4,0
chr19,18374730,18374731,ENSG00000130513,GDF15,0
chr19,18438166,18438167,ENSG00000105655,ISYNA1,0
chr19,18588795,18588796,ENSG00000006015,REX1BD,0
chr19,18683677,18683678,ENSG00000105662,CRTC1,0
chr19,18831958,18831959,ENSG00000005007,UPF1,0
chr19,18919386,18919387,ENSG00000105669,COPE,0
chr19,18941260,18941261,ENSG00000051128,HOMER3,0
chr19,34359479,34359480,ENSG00000105220,GPI,0
chr19,35745599,35745600,ENSG00000205155,PSENEN,0
chr19,35758078,35758079,ENSG00000004776,HSPB6,0
chr19,36139952,36139953,ENSG00000126247,CAPNS1,0
chr19,40285535,40285536,ENSG00000105221,AKT2,0
chr19,40348455,40348456,ENSG00000105223,PLD3,0
chr19,40750636,40750637,ENSG00000077312,SNRPA,0
chr19,42303545,42303546,ENSG00000079462,PAFAH1B3,0
chr19,44094338,44094339,ENSG00000267680,ZNF224,0
chr19,44643797,44643798,ENSG00000073008,PVR,0
chr19,44747835,44747836,ENSG00000069399,BCL3,0
chr19,44809070,44809071,ENSG00000187244,BCAM,0
chr19,44846174,44846175,ENSG00000130202,NECTIN2,0
chr19,44890568,44890569,ENSG00000130204,TOMM40,0
chr19,44905790,44905791,ENSG00000130203,APOE,0
chr19,44914246,44914247,ENSG00000130208,APOC1,0
chr19,44942236,44942237,ENSG00000267467,APOC4,0
chr19,44942237,44942238,ENSG00000224916,APOC4-APOC2,0
chr19,44946034,44946035,ENSG00000234906,APOC2,0
chr19,44954590,44954591,ENSG00000104853,CLPTM1,0
chr19,45001448,45001449,ENSG00000104856,RELB,0
chr19,45039044,45039045,ENSG00000104859,CLASRP,0
chr19,45079287,45079288,ENSG00000007047,MARK4,0
chr19,45178236,45178237,ENSG00000007255,TRAPPC6A,0
chr19,45178783,45178784,ENSG00000189114,BLOC1S3,0
chr19,45245406,45245407,ENSG00000283632,EXOC3L2,0
chr19,45370917,45370918,ENSG00000104884,ERCC2,0
chr19,46297041,46297042,ENSG00000124440,HIF3A,0
chr19,47471892,47471893,ENSG00000118160,SLC8A2,0
chr19,48393667,48393668,ENSG00000105464,GRIN2D,0
chr19,48673080,48673081,ENSG00000142233,NTN5,0
chr19,49767000,49767001,ENSG00000196961,AP2A1,0
chr19,49928701,49928702,ENSG00000169136,ATF5,0
chr19,49961171,49961172,ENSG00000161640,SIGLEC11,0
chr19,51225063,51225064,ENSG00000105383,CD33,0
chr19,51458455,51458456,ENSG00000105366,SIGLEC8,0
chr19,54281183,54281184,ENSG00000131042,LILRB2,0
chr22,21867679,21867680,ENSG00000100030,MAPK1,0
chr22,35380360,35380361,ENSG00000100292,HMOX1,0
chr22,39399779,39399780,ENSG00000100324,TAB1,0
chr22,41447829,41447830,ENSG00000100412,ACO2,0
chr22,41621162,41621163,ENSG00000196419,XRCC6,0
chr22,42090883,42090884,ENSG00000184983,NDUFA6,0
chr22,42130864,42130865,ENSG00000100197,CYP2D6,0
chr21,26171127,26171128,ENSG00000142192,APP,0
chr21,26845408,26845409,ENSG00000154734,ADAMTS1,0
chr21,26967087,26967088,ENSG00000154736,ADAMTS5,0
chr21,38661779,38661780,ENSG00000157554,ERG,0
chrMT,3306,3307,ENSG00000198888,MT-ND1,0
chrMT,4469,4470,ENSG00000198763,MT-ND2,0
